month	week	day	value
6	1	0	0
6	1	1	2
6	1	2	2
6	1	3	9
6	1	4	0
6	1	5	0
6	1	6	0
6	2	7	0
6	2	8	0
6	2	9	2
6	2	10	0
6	2	11	4
6	2	12	4
6	2	13	6
6	3	14	4
6	3	15	0
6	3	16	2
6	3	17	0
6	3	18	0
6	3	19	2
6	3	20	0
6	4	21	0
6	4	22	0
6	4	23	6
6	4	24	0
6	4	25	0
6	4	26	0
6	4	27	0
6	5	28	2
6	5	29	0
6	5	30	-1
