month	week	day	value
11	1	0	4
11	1	1	0
11	1	2	2
11	1	3	0
11	1	4	0
11	1	5	2
11	1	6	0
11	2	7	4
11	2	8	4
11	2	9	9
11	2	10	41
11	2	11	4
11	2	12	11
11	2	13	0
11	3	14	4
11	3	15	0
11	3	16	0
11	3	17	0
11	3	18	0
11	3	19	0
11	3	20	0
11	4	21	0
11	4	22	13
11	4	23	2
11	4	24	0
11	4	25	2
11	4	26	0
11	4	27	0
11	5	28	28
11	5	29	4
11	5	30	-1
