month	week	day	value
9	1	0	2
9	1	1	0
9	1	2	6
9	1	3	0
9	1	4	4
9	1	5	13
9	1	6	0
9	2	7	0
9	2	8	0
9	2	9	0
9	2	10	0
9	2	11	6
9	2	12	4
9	2	13	0
9	3	14	0
9	3	15	0
9	3	16	24
9	3	17	694
9	3	18	713
9	3	19	756
9	3	20	121
9	4	21	140
9	4	22	50
9	4	23	54
9	4	24	39
9	4	25	24
9	4	26	0
9	4	27	0
9	5	28	0
9	5	29	0
9	5	30	-1
