month	week	day	value
1	1	0	9
1	1	1	0
1	1	2	0
1	1	3	2
1	1	4	9
1	1	5	45
1	1	6	26
1	2	7	9
1	2	8	13
1	2	9	0
1	2	10	0
1	2	11	0
1	2	12	2
1	2	13	11
1	3	14	4
1	3	15	0
1	3	16	0
1	3	17	2
1	3	18	0
1	3	19	0
1	3	20	0
1	4	21	0
1	4	22	0
1	4	23	0
1	4	24	0
1	4	25	0
1	4	26	0
1	4	27	0
1	5	28	0
1	5	29	0
1	5	30	0
