month	week	day	value
1	1	0	0
1	1	1	0
1	1	2	2
1	1	3	0
1	1	4	0
1	1	5	6
1	1	6	0
1	2	7	0
1	2	8	0
1	2	9	2
1	2	10	0
1	2	11	4
1	2	12	2
1	2	13	6
1	3	14	24
1	3	15	2
1	3	16	0
1	3	17	0
1	3	18	0
1	3	19	4
1	3	20	4
1	4	21	50
1	4	22	11
1	4	23	0
1	4	24	73
1	4	25	26
1	4	26	24
1	4	27	2
1	5	28	0
1	5	29	0
1	5	30	0
