month	week	day	value
1	1	0	754
1	1	1	56
1	1	2	15
1	1	3	19
1	1	4	26
1	1	5	12
1	1	6	63
1	2	7	439
1	2	8	144
1	2	9	58
1	2	10	88
1	2	11	793
1	2	12	89
1	2	13	215
1	3	14	47
1	3	15	305
1	3	16	726
1	3	17	154
1	3	18	946
1	3	19	136
1	3	20	185
1	4	21	1061
1	4	22	401
1	4	23	175
1	4	24	179
1	4	25	112
1	4	26	125
1	4	27	425
1	5	28	257
1	5	29	491
1	5	30	1588
