month	week	day	value
4	1	0	2523
4	1	1	2368
4	1	2	1886
4	1	3	982
4	1	4	724
4	1	5	204
4	1	6	235
4	2	7	1172
4	2	8	1110
4	2	9	2795
4	2	10	1916
4	2	11	1101
4	2	12	1026
4	2	13	973
4	3	14	380
4	3	15	283
4	3	16	234
4	3	17	303
4	3	18	358
4	3	19	320
4	3	20	158
4	4	21	320
4	4	22	188
4	4	23	320
4	4	24	191
4	4	25	174
4	4	26	243
4	4	27	108
4	5	28	153
4	5	29	41
4	5	30	-1
