month	week	day	value
1	1	0	24
1	1	1	4
1	1	2	6
1	1	3	233
1	1	4	285
1	1	5	6
1	1	6	39
1	2	7	24
1	2	8	0
1	2	9	534
1	2	10	136
1	2	11	5539
1	2	12	6384
1	2	13	218
1	3	14	112
1	3	15	398
1	3	16	225
1	3	17	629
1	3	18	875
1	3	19	1277
1	3	20	2639
1	4	21	210
1	4	22	157
1	4	23	218
1	4	24	104
1	4	25	115
1	4	26	279
1	4	27	9
1	5	28	26
1	5	29	417
1	5	30	153
