month	week	day	value
1	1	0	2
1	1	1	0
1	1	2	6
1	1	3	0
1	1	4	4
1	1	5	13
1	1	6	0
1	2	7	0
1	2	8	0
1	2	9	0
1	2	10	0
1	2	11	6
1	2	12	4
1	2	13	0
1	3	14	0
1	3	15	0
1	3	16	24
1	3	17	694
1	3	18	713
1	3	19	756
1	3	20	121
1	4	21	140
1	4	22	50
1	4	23	54
1	4	24	39
1	4	25	24
1	4	26	0
1	4	27	0
1	5	28	0
1	5	29	0
1	5	30	-1
