month	week	day	value
1	1	0	0
1	1	1	0
1	1	2	0
1	1	3	0
1	1	4	0
1	1	5	0
1	1	6	2
1	2	7	0
1	2	8	0
1	2	9	0
1	2	10	0
1	2	11	0
1	2	12	0
1	2	13	0
1	3	14	0
1	3	15	0
1	3	16	0
1	3	17	0
1	3	18	2
1	3	19	0
1	3	20	0
1	4	21	0
1	4	22	54
1	4	23	205
1	4	24	510
1	4	25	0
1	4	26	0
1	4	27	0
1	5	28	0
1	5	29	0
1	5	30	0
